"unattempted","wrong","correct","partCorrect1m","partCorrect2m","partCorrect3m","subject","paper","year","qaNum","qaType","markScheme","right","tot","wOtot","uOtot","cOtot","rOtot","not.rOtot"
15281,76231,28068,NA,NA,NA,"physics","1","2014",19,"SingDigitInteger","+03",28068,119580,0.637,0.128,0.235,0.235,0.765
11602,60523,47455,NA,NA,NA,"physics","1","2014",20,"SingDigitInteger","+03",47455,119580,0.506,0.097,0.397,0.397,0.603
3622,82853,33105,NA,NA,NA,"chemistry","1","2014",1,"SingCorrAns","-103",33105,119580,0.693,0.03,0.277,0.277,0.723
6734,99437,13409,NA,NA,NA,"chemistry","1","2014",2,"SingCorrAns","-103",13409,119580,0.832,0.056,0.112,0.112,0.888
9952,94679,14949,NA,NA,NA,"chemistry","1","2014",3,"SingCorrAns","-103",14949,119580,0.792,0.083,0.125,0.125,0.875
4725,95701,19154,NA,NA,NA,"chemistry","1","2014",4,"SingCorrAns","-103",19154,119580,0.8,0.04,0.16,0.16,0.84
3031,96172,20377,NA,NA,NA,"chemistry","1","2014",5,"SingCorrAns","-103",20377,119580,0.804,0.025,0.17,0.17,0.83
2185,81113,36282,NA,NA,NA,"chemistry","1","2014",6,"SingCorrAns","-103",36282,119580,0.678,0.018,0.303,0.303,0.697
6485,105018,8077,NA,NA,NA,"chemistry","1","2014",7,"SingCorrAns","-103",8077,119580,0.878,0.054,0.068,0.068,0.932
9412,103601,6567,NA,NA,NA,"chemistry","1","2014",8,"SingCorrAns","-103",6567,119580,0.866,0.079,0.055,0.055,0.945
3137,65175,51268,NA,NA,NA,"chemistry","1","2014",9,"SingCorrAns","-103",51268,119580,0.545,0.026,0.429,0.429,0.571
11419,95570,12591,NA,NA,NA,"chemistry","1","2014",10,"SingCorrAns","-103",12591,119580,0.799,0.095,0.105,0.105,0.895
17317,86367,15896,NA,NA,NA,"chemistry","1","2014",11,"Compr","-103",15896,119580,0.722,0.145,0.133,0.133,0.867
5380,79330,34870,NA,NA,NA,"chemistry","1","2014",12,"Compr","-103",34870,119580,0.663,0.045,0.292,0.292,0.708
7782,78616,33182,NA,NA,NA,"chemistry","1","2014",13,"Compr","-103",33182,119580,0.657,0.065,0.277,0.277,0.723
10972,82936,25672,NA,NA,NA,"chemistry","1","2014",14,"Compr","-103",25672,119580,0.694,0.092,0.215,0.215,0.785
6853,95014,17713,NA,NA,NA,"chemistry","1","2014",15,"Compr","-103",17713,119580,0.795,0.057,0.148,0.148,0.852
10688,106718,2174,NA,NA,NA,"chemistry","1","2014",16,"Compr","-103",2174,119580,0.892,0.089,0.018,0.018,0.982
4137,83372,32071,NA,NA,NA,"chemistry","1","2014",17,"TwoListMatchSingleAns","-103",32071,119580,0.697,0.035,0.268,0.268,0.732
5246,65179,49155,NA,NA,NA,"chemistry","1","2014",18,"TwoListMatchSingleAns","-103",49155,119580,0.545,0.044,0.411,0.411,0.589
10127,61661,47792,NA,NA,NA,"chemistry","1","2014",19,"TwoListMatchSingleAns","-103",47792,119580,0.516,0.085,0.4,0.4,0.6
7996,42107,69477,NA,NA,NA,"chemistry","1","2014",20,"TwoListMatchSingleAns","-103",69477,119580,0.352,0.067,0.581,0.581,0.419
19208,82535,17837,NA,NA,NA,"maths","1","2014",1,"MultCorrAns","+03",17837,119580,0.69,0.161,0.149,0.149,0.851
19189,58013,42378,NA,NA,NA,"maths","1","2014",2,"MultCorrAns","+03",42378,119580,0.485,0.16,0.354,0.354,0.646
13083,86526,19971,NA,NA,NA,"maths","1","2014",3,"MultCorrAns","+03",19971,119580,0.724,0.109,0.167,0.167,0.833
13147,68108,38325,NA,NA,NA,"maths","1","2014",4,"MultCorrAns","+03",38325,119580,0.57,0.11,0.32,0.32,0.68
11964,67900,39716,NA,NA,NA,"maths","1","2014",5,"MultCorrAns","+03",39716,119580,0.568,0.1,0.332,0.332,0.668
7000,85833,26747,NA,NA,NA,"maths","1","2014",6,"MultCorrAns","+03",26747,119580,0.718,0.059,0.224,0.224,0.776
14247,101353,3980,NA,NA,NA,"maths","1","2014",7,"MultCorrAns","+03",3980,119580,0.848,0.119,0.033,0.033,0.967
19763,70415,29402,NA,NA,NA,"maths","1","2014",8,"MultCorrAns","+03",29402,119580,0.589,0.165,0.246,0.246,0.754
8487,54857,56236,NA,NA,NA,"maths","1","2014",9,"MultCorrAns","+03",56236,119580,0.459,0.071,0.47,0.47,0.53
12852,91357,15371,NA,NA,NA,"maths","1","2014",10,"MultCorrAns","+03",15371,119580,0.764,0.107,0.129,0.129,0.871
15509,65553,38518,NA,NA,NA,"maths","1","2014",11,"SingDigitInteger","+03",38518,119580,0.548,0.13,0.322,0.322,0.678
10980,62832,45768,NA,NA,NA,"maths","1","2014",12,"SingDigitInteger","+03",45768,119580,0.525,0.092,0.383,0.383,0.617
11572,95284,12724,NA,NA,NA,"maths","1","2014",13,"SingDigitInteger","+03",12724,119580,0.797,0.097,0.106,0.106,0.894
8706,65458,45416,NA,NA,NA,"maths","1","2014",14,"SingDigitInteger","+03",45416,119580,0.547,0.073,0.38,0.38,0.62
14569,85542,19469,NA,NA,NA,"maths","1","2014",15,"SingDigitInteger","+03",19469,119580,0.715,0.122,0.163,0.163,0.837
4954,44899,69727,NA,NA,NA,"maths","1","2014",16,"SingDigitInteger","+03",69727,119580,0.375,0.041,0.583,0.583,0.417
12840,93251,13489,NA,NA,NA,"maths","1","2014",17,"SingDigitInteger","+03",13489,119580,0.78,0.107,0.113,0.113,0.887
10604,87395,21581,NA,NA,NA,"maths","1","2014",18,"SingDigitInteger","+03",21581,119580,0.731,0.089,0.18,0.18,0.82
16319,85359,17902,NA,NA,NA,"maths","1","2014",19,"SingDigitInteger","+03",17902,119580,0.714,0.136,0.15,0.15,0.85
14912,67346,37322,NA,NA,NA,"maths","1","2014",20,"SingDigitInteger","+03",37322,119580,0.563,0.125,0.312,0.312,0.688
20898,40932,57750,NA,NA,NA,"physics","2","2014",1,"SingCorrAns","-103",57750,119580,0.342,0.175,0.483,0.483,0.517
25593,55363,38624,NA,NA,NA,"physics","2","2014",2,"SingCorrAns","-103",38624,119580,0.463,0.214,0.323,0.323,0.677
23051,51446,45083,NA,NA,NA,"physics","2","2014",3,"SingCorrAns","-103",45083,119580,0.43,0.193,0.377,0.377,0.623
7880,48658,63042,NA,NA,NA,"physics","2","2014",4,"SingCorrAns","-103",63042,119580,0.407,0.066,0.527,0.527,0.473
66809,29310,23461,NA,NA,NA,"physics","2","2014",5,"SingCorrAns","-103",23461,119580,0.245,0.559,0.196,0.196,0.804
60400,34201,24979,NA,NA,NA,"physics","2","2014",6,"SingCorrAns","-103",24979,119580,0.286,0.505,0.209,0.209,0.791
27705,35293,56582,NA,NA,NA,"physics","2","2014",7,"SingCorrAns","-103",56582,119580,0.295,0.232,0.473,0.473,0.527
43439,46368,29773,NA,NA,NA,"physics","2","2014",8,"SingCorrAns","-103",29773,119580,0.388,0.363,0.249,0.249,0.751
63983,38789,16808,NA,NA,NA,"physics","2","2014",9,"SingCorrAns","-103",16808,119580,0.324,0.535,0.141,0.141,0.859
64308,39818,15454,NA,NA,NA,"physics","2","2014",10,"SingCorrAns","-103",15454,119580,0.333,0.538,0.129,0.129,0.871
56801,56946,5833,NA,NA,NA,"physics","2","2014",11,"Compr","-103",5833,119580,0.476,0.475,0.049,0.049,0.951
81486,29176,8918,NA,NA,NA,"physics","2","2014",12,"Compr","-103",8918,119580,0.244,0.681,0.075,0.075,0.925
31056,33966,54558,NA,NA,NA,"physics","2","2014",13,"Compr","-103",54558,119580,0.284,0.26,0.456,0.456,0.544
54386,37334,27860,NA,NA,NA,"physics","2","2014",14,"Compr","-103",27860,119580,0.312,0.455,0.233,0.233,0.767
42373,45836,31371,NA,NA,NA,"physics","2","2014",15,"Compr","-103",31371,119580,0.383,0.354,0.262,0.262,0.738
44277,44346,30957,NA,NA,NA,"physics","2","2014",16,"Compr","-103",30957,119580,0.371,0.37,0.259,0.259,0.741
11908,26037,81635,NA,NA,NA,"physics","2","2014",17,"TwoListMatchSingleAns","-103",81635,119580,0.218,0.1,0.683,0.683,0.317
13756,49015,56809,NA,NA,NA,"physics","2","2014",18,"TwoListMatchSingleAns","-103",56809,119580,0.41,0.115,0.475,0.475,0.525
40545,58414,20621,NA,NA,NA,"physics","2","2014",19,"TwoListMatchSingleAns","-103",20621,119580,0.488,0.339,0.172,0.172,0.828
11780,88471,19329,NA,NA,NA,"physics","2","2014",20,"TwoListMatchSingleAns","-103",19329,119580,0.74,0.099,0.162,0.162,0.838
37140,48997,33443,NA,NA,NA,"chemistry","2","2014",1,"MultCorrAns","+03",33443,119580,0.41,0.311,0.28,0.28,0.72
5576,28286,85718,NA,NA,NA,"chemistry","2","2014",2,"MultCorrAns","+03",85718,119580,0.237,0.047,0.717,0.717,0.283
25766,38364,55450,NA,NA,NA,"chemistry","2","2014",3,"MultCorrAns","+03",55450,119580,0.321,0.215,0.464,0.464,0.536
33567,44670,41343,NA,NA,NA,"chemistry","2","2014",4,"MultCorrAns","+03",41343,119580,0.374,0.281,0.346,0.346,0.654
25856,51194,42530,NA,NA,NA,"chemistry","2","2014",5,"MultCorrAns","+03",42530,119580,0.428,0.216,0.356,0.356,0.644
71779,26148,21653,NA,NA,NA,"chemistry","2","2014",6,"MultCorrAns","+03",21653,119580,0.219,0.6,0.181,0.181,0.819
63503,29502,26575,NA,NA,NA,"chemistry","2","2014",7,"MultCorrAns","+03",26575,119580,0.247,0.531,0.222,0.222,0.778
8481,21959,89140,NA,NA,NA,"chemistry","2","2014",8,"MultCorrAns","+03",89140,119580,0.184,0.071,0.745,0.745,0.255
23032,51827,44721,NA,NA,NA,"chemistry","2","2014",9,"MultCorrAns","+03",44721,119580,0.433,0.193,0.374,0.374,0.626
29136,68648,21796,NA,NA,NA,"chemistry","2","2014",10,"MultCorrAns","+03",21796,119580,0.574,0.244,0.182,0.182,0.818
45158,49736,24686,NA,NA,NA,"chemistry","2","2014",11,"SingDigitInteger","+03",24686,119580,0.416,0.378,0.206,0.206,0.794
58402,33292,27886,NA,NA,NA,"chemistry","2","2014",12,"SingDigitInteger","+03",27886,119580,0.278,0.488,0.233,0.233,0.767
32445,33602,53533,NA,NA,NA,"chemistry","2","2014",13,"SingDigitInteger","+03",53533,119580,0.281,0.271,0.448,0.448,0.552
53152,43240,23188,NA,NA,NA,"chemistry","2","2014",14,"SingDigitInteger","+03",23188,119580,0.362,0.444,0.194,0.194,0.806
30603,33646,55331,NA,NA,NA,"chemistry","2","2014",15,"SingDigitInteger","+03",55331,119580,0.281,0.256,0.463,0.463,0.537
50472,37570,31538,NA,NA,NA,"chemistry","2","2014",16,"SingDigitInteger","+03",31538,119580,0.314,0.422,0.264,0.264,0.736
54997,35599,28984,NA,NA,NA,"chemistry","2","2014",17,"SingDigitInteger","+03",28984,119580,0.298,0.46,0.242,0.242,0.758
26498,26729,66353,NA,NA,NA,"chemistry","2","2014",18,"SingDigitInteger","+03",66353,119580,0.224,0.222,0.555,0.555,0.445
12631,36327,70622,NA,NA,NA,"chemistry","2","2014",19,"SingDigitInteger","+03",70622,119580,0.304,0.106,0.591,0.591,0.409
9285,41012,69283,NA,NA,NA,"chemistry","2","2014",20,"SingDigitInteger","+03",69283,119580,0.343,0.078,0.579,0.579,0.421
69819,31391,18370,NA,NA,NA,"maths","2","2014",1,"SingCorrAns","-103",18370,119580,0.263,0.584,0.154,0.154,0.846
81044,29180,9356,NA,NA,NA,"maths","2","2014",2,"SingCorrAns","-103",9356,119580,0.244,0.678,0.078,0.078,0.922
61181,31289,27110,NA,NA,NA,"maths","2","2014",3,"SingCorrAns","-103",27110,119580,0.262,0.512,0.227,0.227,0.773
47153,35602,36825,NA,NA,NA,"maths","2","2014",4,"SingCorrAns","-103",36825,119580,0.298,0.394,0.308,0.308,0.692
59607,38423,21550,NA,NA,NA,"maths","2","2014",5,"SingCorrAns","-103",21550,119580,0.321,0.498,0.18,0.18,0.82
37548,30490,51542,NA,NA,NA,"maths","2","2014",6,"SingCorrAns","-103",51542,119580,0.255,0.314,0.431,0.431,0.569
75302,23597,20681,NA,NA,NA,"maths","2","2014",7,"SingCorrAns","-103",20681,119580,0.197,0.63,0.173,0.173,0.827
62268,40557,16755,NA,NA,NA,"maths","2","2014",8,"SingCorrAns","-103",16755,119580,0.339,0.521,0.14,0.14,0.86
50651,46455,22474,NA,NA,NA,"maths","2","2014",9,"SingCorrAns","-103",22474,119580,0.388,0.424,0.188,0.188,0.812
35191,67411,16978,NA,NA,NA,"maths","2","2014",10,"SingCorrAns","-103",16978,119580,0.564,0.294,0.142,0.142,0.858
48452,39560,31568,NA,NA,NA,"maths","2","2014",11,"Compr","-103",31568,119580,0.331,0.405,0.264,0.264,0.736
64007,18001,37572,NA,NA,NA,"maths","2","2014",12,"Compr","-103",37572,119580,0.151,0.535,0.314,0.314,0.686
74498,28419,16663,NA,NA,NA,"maths","2","2014",13,"Compr","-103",16663,119580,0.238,0.623,0.139,0.139,0.861
72368,19687,27525,NA,NA,NA,"maths","2","2014",14,"Compr","-103",27525,119580,0.165,0.605,0.23,0.23,0.77
40721,32469,46390,NA,NA,NA,"maths","2","2014",15,"Compr","-103",46390,119580,0.272,0.341,0.388,0.388,0.612
47485,51700,20395,NA,NA,NA,"maths","2","2014",16,"Compr","-103",20395,119580,0.432,0.397,0.171,0.171,0.829
28694,50634,40252,NA,NA,NA,"maths","2","2014",17,"TwoListMatchSingleAns","-103",40252,119580,0.423,0.24,0.337,0.337,0.663
20946,52818,45816,NA,NA,NA,"maths","2","2014",18,"TwoListMatchSingleAns","-103",45816,119580,0.442,0.175,0.383,0.383,0.617
22683,32245,64652,NA,NA,NA,"maths","2","2014",19,"TwoListMatchSingleAns","-103",64652,119580,0.27,0.19,0.541,0.541,0.459
16454,47065,56061,NA,NA,NA,"maths","2","2014",20,"TwoListMatchSingleAns","-103",56061,119580,0.394,0.138,0.469,0.469,0.531
10680,62702,42589,NA,NA,NA,"physics","1","2013",1,"SingCorrAns","+02",42589,115971,0.541,0.092,0.367,0.367,0.633
1278,75494,39199,NA,NA,NA,"physics","1","2013",2,"SingCorrAns","+02",39199,115971,0.651,0.011,0.338,0.338,0.662
3683,48571,63717,NA,NA,NA,"physics","1","2013",3,"SingCorrAns","+02",63717,115971,0.419,0.032,0.549,0.549,0.451
2443,37352,76176,NA,NA,NA,"physics","1","2013",4,"SingCorrAns","+02",76176,115971,0.322,0.021,0.657,0.657,0.343
3744,61760,50467,NA,NA,NA,"physics","1","2013",5,"SingCorrAns","+02",50467,115971,0.533,0.032,0.435,0.435,0.565
6680,47663,61628,NA,NA,NA,"physics","1","2013",6,"SingCorrAns","+02",61628,115971,0.411,0.058,0.531,0.531,0.469
5239,85480,25252,NA,NA,NA,"physics","1","2013",7,"SingCorrAns","+02",25252,115971,0.737,0.045,0.218,0.218,0.782
6032,62055,47884,NA,NA,NA,"physics","1","2013",8,"SingCorrAns","+02",47884,115971,0.535,0.052,0.413,0.413,0.587
3623,55886,56462,NA,NA,NA,"physics","1","2013",9,"SingCorrAns","+02",56462,115971,0.482,0.031,0.487,0.487,0.513
5785,71647,38539,NA,NA,NA,"physics","1","2013",10,"SingCorrAns","+02",38539,115971,0.618,0.05,0.332,0.332,0.668
46330,58977,10664,NA,NA,NA,"physics","1","2013",11,"MultCorrAns","-104",10664,115971,0.509,0.399,0.092,0.092,0.908
49695,48296,17980,NA,NA,NA,"physics","1","2013",12,"MultCorrAns","-104",17980,115971,0.416,0.429,0.155,0.155,0.845
47112,43860,24999,NA,NA,NA,"physics","1","2013",13,"MultCorrAns","-104",24999,115971,0.378,0.406,0.216,0.216,0.784
45389,56453,14129,NA,NA,NA,"physics","1","2013",14,"MultCorrAns","-104",14129,115971,0.487,0.391,0.122,0.122,0.878
32801,55001,28169,NA,NA,NA,"physics","1","2013",15,"MultCorrAns","-104",28169,115971,0.474,0.283,0.243,0.243,0.757
22618,47316,46037,NA,NA,NA,"physics","1","2013",16,"SingDigitInteger","-104",46037,115971,0.408,0.195,0.397,0.397,0.603
78548,27969,9454,NA,NA,NA,"physics","1","2013",17,"SingDigitInteger","-104",9454,115971,0.241,0.677,0.082,0.082,0.918
37771,24429,53771,NA,NA,NA,"physics","1","2013",18,"SingDigitInteger","-104",53771,115971,0.211,0.326,0.464,0.464,0.536
60324,34545,21102,NA,NA,NA,"physics","1","2013",19,"SingDigitInteger","-104",21102,115971,0.298,0.52,0.182,0.182,0.818
48194,34644,33133,NA,NA,NA,"physics","1","2013",20,"SingDigitInteger","-104",33133,115971,0.299,0.416,0.286,0.286,0.714
2285,48893,64793,NA,NA,NA,"chemistry","1","2013",1,"MultCorrAns","-103",64793,115971,0.422,0.02,0.559,0.559,0.441
2677,57217,56077,NA,NA,NA,"chemistry","1","2013",2,"MultCorrAns","-103",56077,115971,0.493,0.023,0.484,0.484,0.516
3748,53722,58501,NA,NA,NA,"chemistry","1","2013",3,"MultCorrAns","-103",58501,115971,0.463,0.032,0.504,0.504,0.496
1645,33391,80935,NA,NA,NA,"chemistry","1","2013",4,"MultCorrAns","-103",80935,115971,0.288,0.014,0.698,0.698,0.302
4961,74744,36266,NA,NA,NA,"chemistry","1","2013",5,"MultCorrAns","-103",36266,115971,0.645,0.043,0.313,0.313,0.687
3395,44891,67685,NA,NA,NA,"chemistry","1","2013",6,"MultCorrAns","-103",67685,115971,0.387,0.029,0.584,0.584,0.416
5175,68661,42135,NA,NA,NA,"chemistry","1","2013",7,"MultCorrAns","-103",42135,115971,0.592,0.045,0.363,0.363,0.637
1912,43781,70278,NA,NA,NA,"chemistry","1","2013",8,"MultCorrAns","-103",70278,115971,0.378,0.016,0.606,0.606,0.394
2839,54980,58152,NA,NA,NA,"chemistry","1","2013",9,"ParaSingleAns","-103",58152,115971,0.474,0.024,0.501,0.501,0.499
1718,91812,22441,NA,NA,NA,"chemistry","1","2013",10,"ParaSingleAns","-103",22441,115971,0.792,0.015,0.194,0.194,0.806
31901,79946,4124,NA,NA,NA,"chemistry","1","2013",11,"ParaSingleAns","-103",4124,115971,0.689,0.275,0.036,0.036,0.964
45549,66048,4374,NA,NA,NA,"chemistry","1","2013",12,"ParaSingleAns","-103",4374,115971,0.57,0.393,0.038,0.038,0.962
75507,34390,6074,NA,NA,NA,"chemistry","1","2013",13,"ParaSingleAns","-103",6074,115971,0.297,0.651,0.052,0.052,0.948
25186,70613,20172,NA,NA,NA,"chemistry","1","2013",14,"ParaSingleAns","-103",20172,115971,0.609,0.217,0.174,0.174,0.826
75191,25527,15253,NA,NA,NA,"chemistry","1","2013",15,"ParaSingleAns","-103",15253,115971,0.22,0.648,0.132,0.132,0.868
43800,55255,16916,NA,NA,NA,"chemistry","1","2013",16,"ParaSingleAns","-103",16916,115971,0.476,0.378,0.146,0.146,0.854
83232,23646,9093,NA,NA,NA,"chemistry","1","2013",17,"TwoListMatchSingleAns","-103",9093,115971,0.204,0.718,0.078,0.078,0.922
41710,63811,10450,NA,NA,NA,"chemistry","1","2013",18,"TwoListMatchSingleAns","-103",10450,115971,0.55,0.36,0.09,0.09,0.91
64158,40489,11324,NA,NA,NA,"chemistry","1","2013",19,"TwoListMatchSingleAns","-103",11324,115971,0.349,0.553,0.098,0.098,0.902
32033,24682,59256,NA,NA,NA,"chemistry","1","2013",20,"TwoListMatchSingleAns","-103",59256,115971,0.213,0.276,0.511,0.511,0.489
11531,73406,31034,NA,NA,NA,"maths","1","2013",1,"SingCorrAns","+02",31034,115971,0.633,0.099,0.268,0.268,0.732
2586,47521,65864,NA,NA,NA,"maths","1","2013",2,"SingCorrAns","+02",65864,115971,0.41,0.022,0.568,0.568,0.432
9257,80921,25793,NA,NA,NA,"maths","1","2013",3,"SingCorrAns","+02",25793,115971,0.698,0.08,0.222,0.222,0.778
4954,72691,38326,NA,NA,NA,"maths","1","2013",4,"SingCorrAns","+02",38326,115971,0.627,0.043,0.33,0.33,0.67
5475,43767,66729,NA,NA,NA,"maths","1","2013",5,"SingCorrAns","+02",66729,115971,0.377,0.047,0.575,0.575,0.425
3323,37496,75152,NA,NA,NA,"maths","1","2013",6,"SingCorrAns","+02",75152,115971,0.323,0.029,0.648,0.648,0.352
8018,62839,45114,NA,NA,NA,"maths","1","2013",7,"SingCorrAns","+02",45114,115971,0.542,0.069,0.389,0.389,0.611
5659,31024,79288,NA,NA,NA,"maths","1","2013",8,"SingCorrAns","+02",79288,115971,0.268,0.049,0.684,0.684,0.316
9667,68604,37700,NA,NA,NA,"maths","1","2013",9,"SingCorrAns","+02",37700,115971,0.592,0.083,0.325,0.325,0.675
5489,67683,42799,NA,NA,NA,"maths","1","2013",10,"SingCorrAns","+02",42799,115971,0.584,0.047,0.369,0.369,0.631
83042,27913,5016,NA,NA,NA,"maths","1","2013",11,"MultCorrAns","-104",5016,115971,0.241,0.716,0.043,0.043,0.957
43789,58132,14050,NA,NA,NA,"maths","1","2013",12,"MultCorrAns","-104",14050,115971,0.501,0.378,0.121,0.121,0.879
62261,43697,10013,NA,NA,NA,"maths","1","2013",13,"MultCorrAns","-104",10013,115971,0.377,0.537,0.086,0.086,0.914
50244,48588,17139,NA,NA,NA,"maths","1","2013",14,"MultCorrAns","-104",17139,115971,0.419,0.433,0.148,0.148,0.852
76793,27860,11318,NA,NA,NA,"maths","1","2013",15,"MultCorrAns","-104",11318,115971,0.24,0.662,0.098,0.098,0.902
49756,35750,30465,NA,NA,NA,"maths","1","2013",16,"SingDigitInteger","-104",30465,115971,0.308,0.429,0.263,0.263,0.737
66563,22722,26686,NA,NA,NA,"maths","1","2013",17,"SingDigitInteger","-104",26686,115971,0.196,0.574,0.23,0.23,0.77
84440,28610,2921,NA,NA,NA,"maths","1","2013",18,"SingDigitInteger","-104",2921,115971,0.247,0.728,0.025,0.025,0.975
85858,25913,4200,NA,NA,NA,"maths","1","2013",19,"SingDigitInteger","-104",4200,115971,0.223,0.74,0.036,0.036,0.964
62787,45552,7632,NA,NA,NA,"maths","1","2013",20,"SingDigitInteger","-104",7632,115971,0.393,0.541,0.066,0.066,0.934
55720,54863,5388,NA,NA,NA,"physics","2","2013",1,"MultCorrAns","-103",5388,115971,0.473,0.48,0.046,0.046,0.954
39784,63651,12536,NA,NA,NA,"physics","2","2013",2,"MultCorrAns","-103",12536,115971,0.549,0.343,0.108,0.108,0.892
40322,50004,25645,NA,NA,NA,"physics","2","2013",3,"MultCorrAns","-103",25645,115971,0.431,0.348,0.221,0.221,0.779
51537,34201,30233,NA,NA,NA,"physics","2","2013",4,"MultCorrAns","-103",30233,115971,0.295,0.444,0.261,0.261,0.739
34698,37772,43501,NA,NA,NA,"physics","2","2013",5,"MultCorrAns","-103",43501,115971,0.326,0.299,0.375,0.375,0.625
68478,36114,11379,NA,NA,NA,"physics","2","2013",6,"MultCorrAns","-103",11379,115971,0.311,0.59,0.098,0.098,0.902
44626,62529,8816,NA,NA,NA,"physics","2","2013",7,"MultCorrAns","-103",8816,115971,0.539,0.385,0.076,0.076,0.924
21994,72445,21532,NA,NA,NA,"physics","2","2013",8,"MultCorrAns","-103",21532,115971,0.625,0.19,0.186,0.186,0.814
57633,22213,36125,NA,NA,NA,"physics","2","2013",9,"ParaSingleAns","-103",36125,115971,0.192,0.497,0.312,0.312,0.688
